1.0,4.3307160821252415,6.190018191114688,-1,-0.09110743318341441
1.0,5.646823337996155,13.847582462379513,-1,-0.07677205190599357
1.0,7.325891616321187,4.522436418901799,-1,-0.08290151440814153
1.0,4.4954689256445,12.3800830864014,-1,-0.08368571872833908
1.0,6.261054788884133,16.092919448847386,-1,-0.09160031391339829
1.0,15.48338156975966,13.099439694709414,-1,-0.07577098973745033
1.0,14.31694967137336,5.848635838535056,-1,-0.07722882762398897
1.0,4.382594302971103,6.109436172487579,-1,-0.09359747122582451
1.0,6.1645538830269615,5.07083979626774,-1,-0.07648898765478351
1.0,10.35987935416691,3.639954460922461,-1,-0.08129573554508507
1.0,6.031312345592681,14.53838860249492,-1,-0.08074390761546557
1.0,16.313337987722957,4.8714295890437285,-1,-0.11721974260729717
2.0,27.89852725738288,16.97548166965158,-1,-0.08519618451994948
2.0,27.73789541005269,26.11668022039412,-1,-0.13011357211616448
2.0,14.780016500488472,27.029719923047214,-1,-0.11091905268223123
2.0,23.242834006445516,26.41305728544869,-1,-0.07887643201704386
2.0,15.66644115384393,26.858248725125197,-1,-0.09250283867333053
2.0,27.591168675119125,20.119776538656822,-1,-0.08103894505745601
2.0,27.287536640294924,22.14316061171905,-1,-0.08766044847040677
2.0,28.4519515135436,18.365993592608376,-1,-0.08391950254807645
2.0,25.846231090709733,25.383161193861287,-1,-0.08947964940728492
2.0,25.474019286236143,11.595789155366823,-1,-0.11184165268316404
2.0,26.53669492985435,24.226649924399158,-1,-0.098419945320953
2.0,22.95658468190973,9.078798870994136,-1,-0.09169690622732496
2.0,15.5536821390611,27.71175012839833,-1,-0.10044066169861088
2.0,27.32407608934299,21.892257959155625,-1,-0.08546224596544494
2.0,23.739264663702965,28.77936669124361,-1,-0.11423453694115271
2.0,22.708781012731514,12.013749819534937,-1,-0.07417259104354013
2.0,26.263861023361894,24.6116546248982,-1,-0.089974725523715
2.0,22.76986990393339,28.40737074501433,-1,-0.10332428389679693
2.0,25.22825917342175,14.54895467526288,-1,-0.07867186213247057
2.0,24.319020453191797,27.04857728098006,-1,-0.10590086122577835
2.0,23.376857711004966,26.16388851438956,-1,-0.07544057341824784
2.0,28.877783436723853,20.788689428997568,-1,-0.0936650815832134
2.0,13.801839357679976,26.04610595747464,-1,-0.0971581023646988
3.0,-3.746935961997313,-3.1978462448636904,-1,-0.0920798177497294
3.0,-4.219470176836769,2.6197294160634303,-1,-0.08680963140450848
3.0,2.133286161759429,-4.947231560435536,-1,-0.10160349676106406
3.0,1.546370412868566,-4.526451471773621,-1,-0.09864035413012717
3.0,-2.5850019716254957,4.2969579302466485,-1,-0.08589947560955047
3.0,-4.653093509191836,-1.7715205840203565,-1,-0.07946046161794851
3.0,3.3978835518970287,-3.3239543447222526,-1,-0.08664139653330538
3.0,-1.2386564468841057,-4.415530795339858,-1,-0.08877132536020826
3.0,4.814810294352141,3.50714048919994,-1,-0.08709066207526217
3.0,5.2441468483846085,-3.710788454903328,-1,-0.11392364601730298
3.0,0.7190090508200156,-4.792986442820358,-1,-0.09921611427626142
3.0,5.891370821684791,-0.4576385299140874,-1,-0.07593110198887898
3.0,2.9149356292250053,-3.211344658704319,-1,-0.07562803928963746
3.0,1.6271087010483118,-3.7401411762522656,-1,-0.08211903037331258
3.0,-5.114337329638516,-2.426599048561208,-1,-0.10006304177567515
3.0,-3.538700733095455,-3.817506953537489,-1,-0.09707140500160405
3.0,-4.21968872919542,-3.824291351189773,-1,-0.11075506676911595
3.0,0.12916982506742014,-3.9116122276875167,-1,-0.07963430250534265
3.0,-1.588242655107715,-4.358156873085642,-1,-0.09317722864236289
3.0,0.4507029285039565,-5.545758043085447,-1,-0.10349483316813479
3.0,5.9307779818757025,3.2593634405317338,-1,-0.09174964705297384
3.0,0.4112574113634702,-5.22159426878251,-1,-0.10308665492227531
3.0,5.6891637654243965,-0.7569629324857234,-1,-0.07794797038268164
3.0,-4.689725382272676,-3.1940012442930485,-1,-0.11582039883835671
3.0,-1.1783794600496549,4.8999250519425255,-1,-0.08058223668540998
3.0,0.0009686724509076668,5.239671949774259,-1,-0.0794044305473548
3.0,6.22632114596532,1.7683360201080065,-1,-0.08988457440398989
3.0,-2.068046163838377,4.278062200451076,-1,-0.07692500831577243
3.0,-0.5881487806355182,-4.068132672193117,-1,-0.07971375204078268
3.0,-6.843194384665702,1.1962124513245842,-1,-0.07461110026136797
3.0,-1.4700533976945385,-4.9104609717608,-1,-0.09761452653016267
